word,frequency
voice,57.0
questionnaire,57.0
provide,57.0
middle,56.0
@scenesofriends:,56.0
hopefully,56.0
co/gbf9l1attm,56.0
0,56.0
stage,56.0
street,56.0
everyday,56.0
paying,56.0
opportunity,56.0
w/o,56.0
men,56.0
allah,56.0
crown,56.0
knowing,56.0
legend,56.0
co/hweem4vrtm,56.0
"card",56.0
@zandirts:,56.0
weekend,56.0
taiwan,56.0
spend,55.0
q,55.0
london,55.0
@sofiausman7:,55.0
illegal,55.0
increasingly,55.0
image,55.0
keeps,55.0
reports,55.0
residents,55.0
meeting,55.0
meanwhile,55.0
woman,55.0
hoping,55.0
private,55.0
korea,55.0
benefit,55.0
shes,55.0
@matthew_rosko:,55.0
fuckin,55.0
ice,54.0
copy,54.0
cardi,54.0
climate,54.0
anywhere,54.0
victims,54.0
results,54.0
increase,54.0
gandhi,54.0
ho,54.0
snaps,54.0
car,54.0
