,word,positive,negative
3902,cheap,1,0
3903,ba,1,1
3904,corona':,0,0
3905,prince,0,1
3906,appre,0,0
3907,dare,0,1
3908,previous,0,0
3909,lingua,3,1
3910,@bubbagump324:,0,0
3911,employed,3,0
3912,"ones",0,0
3913,trouble,3,0
3914,people's,0,0
3915,situations,2,1
3916,smile,0,0
3917,yours,1,0
3918,stfu,3,1
3919,organization,0,1
3920,acknowledging,0,2
3921,initiative,3,1
3922,savage,2,0
3923,franca,3,1
3924,corona-hospital,3,1
3925,pre,0,0
3926,"1%",0,0
3927,reply,1,0
3928,hotbed,0,2
3929,arguably,3,1
3930,@douggpound:,1,1
3931,selfisolation,2,0
3932,existed,1,0
3933,briefings,2,0
3934,"govt",0,0
3935,informative,1,0
3936,yew,0,2
3937,wada,1,1
3938,wave,2,1
3939,helped,0,0
3940,original,1,0
3941,@banks,0,0
3942,supreme,1,0
3943,certainly,0,2
3944,accident,1,0
3945,remarkably,0,2
3946,horny,0,1
3947,fashion,0,0
3948,abeg,1,1
3949,"08050303343",0,0
3950,pa,2,1
3951,direct,1,0
3952,wagers,1,0
3953,gain,1,1
3954,successfully,1,0
3955,mayor,1,0
3956,sanitizers,2,0
3957,londoner,3,1
3958,subject,1,0
3959,beds,1,2
3960,carona,2,0
3961,miserable,2,2
3962,style,2,1
3963,forgive,1,2
3964,ai,3,1
3965,hoes,1,0
3966,habits,2,0
3967,trend,2,0
3968,@cashapp,1,0
3969,potentially,2,0
3970,yea,1,1
3971,@majorneel:,0,2
3972,@stillgray:,0,1
3973,co/rkn1kxlniw,1,1
3974,extent,1,1
3975,dire,1,1
3976,yourselves,0,2
3977,regardless,0,1
3978,"5%",0,0
3979,specifically,2,0
3980,b4,2,0
3981,innocent,1,0
3982,protected,3,0
3983,protection,1,0
3984,medication,2,0
3985,"outbreak:",0,0
3986,preventing,2,0
3987,wished,5,1
3988,patriots,1,0
3989,professors,2,0
3990,upset,1,0
3991,quarantinelife,1,1
3992,2021,1,0
3993,values,0,2
3994,cards,0,2
3995,admit,2,0
3996,wo,2,0
3997,carrier,3,0
3998,hanging,3,0
3999,pack,0,1
4000,"bello",0,0
4001,tad,3,1
4002,average,1,0
4003,dropped,1,1
4004,opposition,2,0
4005,draft,0,1
4006,persian,1,2
4007,sprea,2,1
4008,topic,4,0
4009,physicians,1,0
4010,praising,1,1
4011,racistinchief,3,1
4012,kenyans,0,1
4013,exist,0,0
4014,@amoodaniel_:,1,0
4015,@solmemes1,0,0
4016,demand,1,0
4017,applaud,0,0
4018,ep,1,1
4019,@realdreylo:,2,0
4020,@tonyposnanski:,2,0
4021,kuan,0,2
4022,pastor,1,0
4023,asf,0,0
4024,loans,1,1
4025,assholes,0,1
4026,beating,2,0
4027,targeting,2,1
4028,crowded,0,1
4029,@lexthegodfather:,4,0
4030,810,0,1
4031,apartment,0,0
4032,@lavenderlives:,2,0
4033,sobering,0,1
4034,beauty,1,0
4035,@germancoin_gcx:,2,0
4036,@toryfibs:,3,1
4037,inundati,2,0
4038,developing,3,2
4039,government's,0,0
4040,dutch,1,1
4041,flaming,1,0
4042,universities,0,1
4043,@indworldthinker:,0,1
4044,audio,3,1
4045,italians,0,0
4046,isolated,3,0
4047,ritonavir,3,1
4048,requested,2,0
4049,kicked,1,0
4050,birds,1,0
4051,co/99fwgeqjud,2,0
4052,contagious,2,0
4053,newly,0,0
4054,blac,1,0
4055,@germancoin_g,2,0
4056,ugh,1,0
4057,unknown,1,1
4058,banishment,1,0
4059,emails,2,1
4060,lopinavir,3,1
4061,shout,1,1
4062,meat,3,0
4063,closer,2,0
4064,mama,0,0
4065,helps,4,1
4066,hosted,1,1
4067,although,3,0
4068,agents,0,0
4069,@ashoswai:,1,1
4070,mystery,1,1
4071,kano,1,1
4072,hang,1,0
4073,dudes,2,1
4074,microbiology,1,0
4075,tailors,1,0
4076,encryption,1,1
4077,alarmist,2,0
4078,@chroniclekano:,1,1
4079,48hrs,1,2
4080,growth,1,0
4081,needy,2,1
4082,twitch,0,0
4083,seriousness,2,0
4084,petition,1,0
4085,gaza,0,1
4086,required,1,0
4087,cunt,0,0
4088,lockdowns,4,0
4089,welp,3,0
4090,drew,2,0
4091,pandem,1,1
4092,karaoke:,0,0
4093,trade,0,1
4094,nurse,1,3
4095,mardan,2,0
4096,fires,0,0
4097,van,0,2
4098,specific,1,1
4099,hype,1,0
4100,muslims,3,0
4101,steps,3,0
4102,2016,3,0
4103,tempted,3,1
4104,@news24,1,2
4105,prom,0,1
4106,@focused4usa:,1,0
4107,@gauravpandhi:,1,1
4108,forces,2,0
4109,hug,2,0
4110,shite,1,1
4111,airline,2,1
4112,"vodka",0,0
4113,@mrahmadawais:,0,2
4114,"subs",0,0
4115,+ve,0,0
4116,ibuprofen,0,1
4117,carriers,0,0
4118,horse,1,0
4119,posts,1,0
4120,@thelifeofnayy:,1,2
4121,surprise,0,0
4122,illness,0,1
4123,cc,2,0
4124,heal,1,0
4125,dae,1,1
4126,dates,3,0
4127,inhoffe,1,0
4128,socially,2,0
4129,land,1,0
4130,co/hdd,3,1
4131,timeline,1,2
4132,contribute,4,0
4133,beware,4,1
4134,uncertainty,0,0
4135,medley,1,1
4136,drummed,3,0
4137,establish,1,2
4138,turkey,1,0
4139,"time",0,0
4140,guard,2,1
4141,insanity,1,0
4142,@girishnaught:,0,0
4143,precious,0,1
4144,avoided,3,2
4145,columbian,0,0
4146,legit,2,0
4147,wuflu,0,0
4148,venice,0,2
4149,digital,2,1
4150,explained,4,2
4151,lake,0,1
4152,musk,1,0
4153,@mang0ld:,2,0
4154,@dynogametheory:,3,0
4155,serving,2,3
4156,@mr_kems4:,1,1
4157,bel,1,0
4158,sanitize,1,0
4159,inter,2,2
4160,trapped,4,0
4161,5pm,2,0
4162,"nuts",0,0
4163,imo,1,0
4164,@smitaprakash:,2,0
4165,antivirals,3,1
4166,spoiled,0,1
4167,region,0,1
4168,dinner,0,0
4169,vegas,0,2
4170,roma,0,0
4171,bread,1,1
4172,remains,1,0
4173,identify,0,0
4174,refund,0,0
4175,sat,2,1
4176,(in,0,0
4177,"re-election",0,0
4178,therefore,1,1
4179,@skynews,1,0
4180,fought,1,0
4181,@maydaymindy1:,2,0
4182,barely,3,0
4183,@boycottutah:,1,0
4184,parts,3,0
4185,remote,2,1
4186,threatening,1,1
4187,"pasta",0,0
4188,messed,1,0
4189,held,2,0
4190,populism,0,1
4191,@mimijanae_:,1,0
4192,preposterous,0,0
4193,blow,1,1
4194,@ohsudoernbecher,2,1
4195,"sake",0,0
4196,@ohsunews,2,1
4197,kona,0,0
4198,ad,1,0
4199,breaks,0,1
4200,demsshould,3,0
4201,bhi,0,0
4202,@chelseahandler:,3,0
4203,reasons,0,1
4204,shoe,3,0
4205,privileged,1,1
4206,trippin,2,0
4207,splash,1,0
4208,fed,1,0
4209,nonsense,1,0
4210,"olives",0,0
4211,coronaviruspandemic,0,1
4212,deranged,2,0
4213,arrested,0,1
4214,universal,3,1
4215,twins,2,0
4216,sales,3,0
4217,@idrisayobello:,2,0
4218,expecting,1,1
4219,@drjcofthedc:,2,1
4220,kr,2,0
4221,co/gsge5a2fsw,1,0
4222,sta,1,1
4223,strength,1,1
4224,pro-lifers,1,1
4225,identified,0,0
4226,divide,3,1
4227,replace,0,1
4228,mitigate,1,1
4229,signs,3,0
4230,feet,2,0
4231,"indiafightscorona",0,0
4232,una,0,0
4233,@malexameen:,1,0
4234,open-sourcing,0,2
4235,manager,1,0
4236,strikes,3,1
4237,otherwise,1,1
4238,zweli,2,1
4239,locust,0,1
4240,directives,2,0
4241,ceremony,4,0
4242,"chocolate",0,0
4243,patience,1,0
4244,@laylaalisha11:,1,1
4245,@krymimusic:,1,1
4246,message:,2,0
4247,visa,0,0
4248,karachi,0,1
4249,sophie,2,0
4250,habit,3,1
4251,series,2,0
4252,rice,1,0
4253,bash,2,0
4254,ring,2,0
4255,1975,0,0
4256,juicy,2,0
4257,chain,1,3
4258,ooo,1,1
4259,@lostmyhead_k:,0,0
4260,ventilators,0,1
4261,persons,1,0
4262,luckily,1,1
4263,cannabis,0,2
4264,california,1,0
4265,legendary,0,1
4266,hurts,1,1
4267,details,1,0
4268,pit/open,2,1
4269,cyaa,2,2
4270,lo,0,1
4271,abroad,1,2
4272,inflammatory,0,0
4273,considered,1,1
4274,screw,1,0
4275,dept,2,0
4276,@ftfghana,2,1
4277,heads,1,1
4278,credit:,2,0
4279,"wrong",0,0
4280,liberals,0,1
4281,colleges,1,2
4282,worries,0,0
4283,iranian,0,1
4284,plain,1,0
4285,project,1,1
4286,determined,2,0
4287,ordering,0,1
4288,@allenk_81:,1,0
4289,sm,1,0
4290,importance,1,0
4291,bottom,1,2
4292,@kafixxx:,1,1
4293,modis,0,1
4294,fresh,1,1
4295,stir,2,0
4296,@nsitharaman:,2,0
4297,decisions,0,0
4298,mode,1,0
4299,media:,0,0
4300,fantastic,1,1
4301,"like",0,0
4302,clothes,1,0
4303,arrived,0,0
4304,prizadiguda,2,1
4305,corona-chan,1,0
4306,@ari_russian:,2,1
4307,connected,1,0
4308,wrt,2,0
4309,nahi,1,0
4310,wonderful,4,0
4311,registered,2,0
4312,mers,1,2
4313,fool,0,0
4314,"waffle",0,0
4315,systems,3,0
4316,corona-crisis,0,2
4317,yup,0,0
4318,medicaref,1,0
4319,co/bzncsgz0gu,2,1
4320,checked,0,0
4321,fly,0,1
4322,mirror,0,0
4323,racists,0,0
4324,publisher,1,1
4325,di,1,1
4326,"pastry",0,0
4327,popular,0,1
4328,co/fzsgblpj0y,3,1
4329,"it",0,0
4330,hyde,1,1
4331,wi,1,1
4332,stakeholders,0,1
4333,imported,0,1
4334,@bigtobzsf:,1,0
4335,@sciencenews:,3,1
4336,greetings,0,0
4337,capitalism,0,1
4338,gha,1,1
4339,mistake,2,0
4340,dumber,3,1
4341,@1_mrwonderful:,2,2
4342,reduced,1,0
4343,broadcast,2,0
4344,@sttephanie___p:,0,1
4345,initial,2,1
4346,itll,1,0
4347,italys,0,0
4348,handy,0,0
4349,hotline,0,1
4350,decades,0,1
4351,ethnicity,2,1
4352,australian,0,0
4353,co/u7draiqhhy,0,2
4354,drainage,2,1
4355,cook,2,1
4356,@abhishbanerj:,2,0
4357,wasted,0,1
4358,narrative,1,1
4359,decent,2,0
4360,shooting,0,0
4361,co/cdfswweypr,1,1
4362,zombies,1,0
4363,built-in,1,0
4364,providing,3,1
4365,@livewithnoregrt:,0,0
4366,cat,2,0
4367,louisiana,2,0
4368,origin,3,0
4369,anytime,2,0
4370,@alicerothchild:,1,0
4371,kya,0,1
4372,boyfriend,2,0
4373,@segalink,1,2
4374,charge,0,1
4375,hurry,1,0
4376,er,0,2
4377,@omarioya:,0,2
4378,scribble,2,0
4379,mo,2,0
4380,82,1,1
4381,confusing,1,0
4382,pro-life,1,1
4383,battling,1,0
4384,texting,0,1
4385,mortality,2,1
4386,@jackmurphylive:,0,1
4387,chastisement,0,1
4388,stars,2,2
4389,@renato_mariotti:,1,0
4390,@seattletimes,1,0
4391,impending,2,3
4392,@_discreteview:,2,0
4393,priority,3,0
4394,resign,2,0
4395,heavily,0,0
4396,weight,0,2
4397,recommended,0,0
4398,regime,0,2
4399,"rains",0,0
4400,asians,1,1
4401,fg,2,1
4402,slams,0,0
4403,ramadan,0,0
4404,neighborhood,1,0
4405,context,2,1
4406,plant,2,0
4407,ages,0,0
4408,moral,1,0
4409,nursing,1,0
4410,wilson,0,1
4411,@srikanthbjp_:,2,1
4412,exams,1,0
4413,equality,1,1
4414,severity,1,1
4415,requesting,3,1
4416,worker,0,0
4417,kaufman,2,0
4418,@benhartman:,1,1
4419,@tedlieu,2,0
4420,repeatedly,0,1
4421,finished,1,2
4422,ahhh,0,0
4423,scientific,1,1
4424,ayo,1,1
4425,jumpin,0,0
4426,suspension,0,0
4427,raw,2,0
4428,workout,0,0
4429,material,1,0
4430,@nick_colletti:,2,0
4431,unlike,0,1
4432,typewriters,0,0
4433,deadass,1,2
4434,bright,4,0
4435,@irstenkmullen,1,1
4436,inhuman,1,0
4437,"iran",0,0
4438,protects,2,0
4439,followed,2,0
4440,wildfire,1,1
4441,spell,1,0
4442,pizza,2,2
4443,impossible,0,0
4444,@michellemalkin:,5,1
4445,allowing,1,0
4446,@tinuade01:,2,0
4447,production,4,1
4448,myth,0,1
4449,figured,1,1
4450,barber,1,0
4451,morgan,0,1
4452,like:,1,1
4453,germs,0,0
4454,3rd,1,0
4455,apple,1,1
4456,preparing,0,0
4457,co/tgttofbeoi,0,1
4458,@metpoliceuk,2,0
4459,@kiekie18x:,0,1
4460,launched,0,0
4461,anthem,0,1
4462,@laurodrigi:,2,2
4463,invites,2,0
4464,61,0,1
4465,priorities,4,0
4466,inflation,1,0
4467,finds,0,0
4468,"@cnn",0,0
4469,recessions,0,0
4470,@zarrarkhuhro:,1,1
4471,driver,2,2
4472,upcoming,0,0
4473,england,0,0
4474,grandpa,1,2
4475,proposed,1,0
4476,ramaphosa,0,0
4477,realise,1,0
4478,cheer,2,1
4479,spike,2,0
4480,strategic,1,0
4481,extension,3,0
4482,patriot,2,0
4483,ope,1,0
4484,green,1,1
4485,east,1,0
4486,nail,1,1
4487,hence,1,0
4488,tallahassee,2,0
4489,extras,1,0
4490,co/yj3wkp1brb,2,0
4491,tweet:,2,0
4492,naive,2,0
4493,warm,2,0
4494,headed,0,0
4495,kurzarbiet,0,0
4496,yada,0,0
4497,pool,2,0
4498,husband's,0,0
4499,jared,0,0
4500,surrounding,1,0
4501,fema,2,1
4502,noise,1,0
4503,easter,2,0
4504,@rawstory:,0,0
4505,clickbait,2,0
4506,prediction,1,1
4507,kiss,1,0
4508,stones,2,0
4509,liked,1,0
4510,define,1,1
4511,ferenjis,2,0
4512,challenged,2,0
4513,transferred,2,0
4514,crisis:,1,1
4515,restaurant,2,0
4516,miller,1,0
4517,carolina,0,1
4518,def,0,0
4519,kohl's,0,0
4520,siblings,1,0
4521,unbelievable,1,0
4522,',0,0
4523,@uncpressblog,1,1
4524,bjp,2,0
4525,yr,1,1
4526,@tattooedfemdom:,0,1
4527,casuall,2,0
4528,wheres,2,0
4529,aunt,2,0
4530,yoruba,0,2
4531,carats,1,2
4532,knock,0,0
4533,marketing,0,1
4534,@msnbc,0,0
4535,@blac_childd:,0,1
4536,proximity,0,0
4537,marriage,3,0
4538,04,2,0
4539,tory,0,1
4540,catches,0,1
4541,talked,1,0
4542,nyc,2,0
4543,supplying,1,1
4544,@chant_ella:,0,0
4545,scientist,0,2
4546,beinfected,5,1
4547,facility,2,0
4548,road,2,0
4549,aur,1,0
4550,convid19uk,1,1
4551,germanys,0,0
4552,panadol,1,0
4553,plenty,0,1
4554,percent,1,0
4555,girlfriend,2,0
4556,rare,0,0
4557,immediate,1,0
4558,electric,1,1
4559,@projectlincoln,5,1
4560,joking,2,1
4561,moms,0,0
4562,gayteen,0,1
4563,@kurz_gesagt:,0,1
4564,gods,0,0
4565,maryland,1,1
4566,bigoted,2,1
4567,exceptionalism,0,1
4568,med,0,1
4569,appreciated,1,1
4570,@andmichaelgreen:,2,0
4571,pro,2,0
4572,cruise,5,1
4573,citizen-participation,2,0
4574,agencies,0,0
4575,@joanna_lng:,2,0
4576,collective,1,0
4577,sharpies,1,0
4578,types,1,0
4579,partner,0,0
4580,201,1,0
4581,gulf,1,0
4582,todd,3,0
4583,ahaha,1,1
4584,@joe_laycock:,1,0
4585,rap,0,1
4586,ethiopiaye,2,0
4587,suspect,0,0
4588,funniest,1,0
4589,relax,0,0
4590,347,1,0
4591,senator,3,0
4592,@sandydarity:,1,1
4593,pence,0,1
4594,transmissions,0,1
4595,maxx,0,0
4596,co/6omqakjncj,2,2
4597,@davidklion:,0,0
4598,presidency,2,0
4599,shown,0,0
4600,lycee,2,0
4601,charity,2,1
4602,@fiverights:,0,1
4603,seven,1,0
4604,soul,0,0
4605,allergy,1,0
4606,dreams,1,1
4607,todays,2,3
4608,shelter,0,0
4609,gayporn,0,1
4610,"covid-19",0,0
4611,ideological,0,1
4612,stations,1,1
4613,humble,1,1
4614,complaining,1,0
4615,rolling,0,1
4616,removed,1,0
4617,@otto_english:,0,1
4618,dislike,3,0
4619,pushing,2,0
4620,covered,1,0
4621,confusion,1,0
4622,globe,1,1
4623,talks,4,2
4624,midnight,3,0
4625,coronavirusnigeria,1,0
4626,stabiliser,0,0
4627,supermarket,0,3
4628,@annadalee_:,2,0
4629,gettin,1,0
4630,grants,0,1
4631,suspended,0,2
4632,"11",0,0
4633,bones,1,0
4634,manage,3,0
4635,slowdown,1,1
4636,packages,1,0
4637,managing,0,0
4638,coronavirusuk,1,0
4639,puts,0,1
4640,rams,2,0
4641,nooo,2,0
4642,roads,3,0
4643,acknowledge,0,0
4644,@iamjojo,1,0
4645,din,0,0
4646,appointment,0,0
4647,trials,2,0
4648,feb/05,2,0
4649,modern,0,1
4650,man's,0,0
4651,hometown,0,0
4652,blows,0,2
4653,attend,2,0
4654,thousand,0,0
4655,@casspernyovest:,0,0
4656,@joncstone:,0,0
4657,richard96,1,0
4658,"spain",0,0
4659,preparedness,0,0
4660,monster,0,0
4661,hole,0,0
4662,contr,2,0
4663,//,2,0
4664,coverage,1,1
4665,@drphilgoff:,2,0
4666,saveworkers,1,0
4667,lonely,1,2
4668,whom,1,0
4669,"@mashwaniazhar",0,0
4670,fav,1,0
4671,:/,1,1
4672,@paleofuture:,0,2
4673,coronavirususa,1,0
4674,exposing,2,1
4675,locations,0,0
4676,balls,0,0
4677,co/cck12yx7t6,1,0
4678,max,3,1
4679,gora,2,0
4680,gang,3,0
4681,thr,2,1
4682,pants,0,1
4683,ccp,0,1
4684,uptick,2,1
4685,alongside,0,2
4686,disasters,1,0
4687,understanding,4,0
4688,/or,2,0
4689,linked,1,1
4690,neoliberalism,0,0
4691,clearwater,0,1
4692,kindergarten,2,1
4693,@jdubtheone:,1,0
4694,tears,3,0
4695,published,1,0
4696,frigging,2,1
4697,items,1,1
4698,histories,0,0
4699,rainbow,1,1
4700,secondary,0,0
4701,co/f5k0xgzdlh,0,0
4702,@sharjeelusmani:,2,0
4703,resist,0,1
4704,naming,1,0
4705,shitty,0,0
4706,presentation,1,0
4707,location,2,0
4708,2013,1,1
4709,blessings,0,0
4710,nails,0,0
4711,vow,1,0
4712,harm,3,1
4713,brothers,1,0
4714,heavy,0,0
4715,neighbors,0,0
4716,leigh,1,0
4717,maharashtra,0,0
4718,storm,0,1
4719,lyme,2,0
4720,@taragirl69:,0,1
4721,suspend,1,0
4722,blog,1,1
4723,"second",0,0
4724,answers,1,0
4725,fearing,1,1
4726,lied,0,1
4727,@ironstache:,1,2
4728,plt,1,1
4729,pointed,1,0
4730,bday,0,1
4731,recession,2,0
4732,players,0,0
4733,namaste,0,1
4734,reveals,1,0
4735,(full,1,1
4736,@buddywinston:,2,0
4737,christian,0,0
4738,relationship,1,0
4739,asia,2,1
4740,perspective,1,1
4741,relevant,0,0
4742,china-soros,3,0
4743,forcing,0,0
4744,tackle,0,1
4745,babes,0,1
4746,"out",0,0
4747,covid19india,1,0
4748,regret,1,2
4749,@seacoronavirus:,1,0
4750,busted,1,0
4751,solve,1,2
4752,30th,1,1
4753,routine,3,0
4754,troops,0,2
4755,coronaoutbreak,2,0
4756,@elivalley:,3,0
4757,@junemt:,0,0
4758,colonial,0,0
4759,explanation,1,0
4760,grandma,0,0
4761,porn,0,0
4762,whites,1,1
4763,uganda,2,0
4764,claiming,1,0
4765,@arden_messing:,2,1
4766,authentic,2,0
4767,@disposableteeth:,0,0
4768,younger,1,1
4769,jan/05,2,0
4770,pasta,0,2
4771,ghetto,1,0
4772,ladies,2,1
4773,sooner,2,0
4774,evolution,1,0
4775,@streamingmagic:,1,0
4776,24/7:,2,0
4777,collected,1,0
4778,promotion,2,0
4779,sees,2,0
4780,2012,0,0
4781,weapons,1,0
4782,struggling,0,0
4783,co/hfr4fzzpca,0,0
4784,you'll,0,0
4785,announcing,0,2
4786,fearless,0,0
4787,medium,1,0
4788,curious,0,0
4789,wasting,1,0
4790,tes,2,1
4791,quarantining,1,0
4792,include,1,1
4793,option,2,0
4794,@spillseshyt:,0,0
4795,childish,0,0
4796,cov,0,0
4797,@deepikabhardwaj:,1,0
4798,alternative,2,1
4799,@thekiranbedi:,1,0
4800,failing,1,0
4801,traveller,0,0
4802,cats,0,0
4803,plane,0,0
4804,freestyle,0,0
4805,sloppy,2,2
4806,@fortbendisd,1,0
4807,"feb",0,0
4808,whose,0,0
4809,regulation,0,0
4810,yikes,1,1
4811,rush,1,1
4812,pm's,0,0
4813,session,0,1
4814,graduates,1,0
4815,protective,0,0
4816,ed,2,0
4817,hostile,1,0
4818,outcome,1,0
4819,gig,0,0
4820,arrest,3,0
4821,moves,3,0
4822,punch,0,0
4823,309,1,0
4824,reached,1,0
4825,discount,1,0
4826,drinks,0,0
4827,@elonmusk,1,0
4828,solutions,1,1
4829,kashmir,0,1
4830,wouldve,1,0
4831,grip,0,0
4832,ish,0,0
4833,corona:all,0,0
4834,livid,1,1
4835,surpassed,1,0
4836,@yasmeenaljarrah:,1,0
4837,maintain,1,0
4838,shallow,0,2
4839,administrations,0,0
4840,%,3,0
4841,cow,1,0
4842,@rev_says_desu:,0,0
4843,disney's,0,0
4844,robotics,3,1
4845,appropriate,1,0
4846,@ricodreamz:,1,0
4847,genuinely,2,1
4848,payments,0,0
4849,influenza,2,1
4850,@djbrown1k:,0,0
4851,comfortably,0,0
4852,announcement,2,1
4853,outlet,1,0
4854,@alizafarsays:,0,0
4855,choreograp,0,1
4856,buzdar:,2,0
4857,bags,1,0
4858,onl,0,0
4859,mindset,0,0
4860,@joebiden,1,1
4861,strongly,3,1
4862,"22:",0,0
4863,concerning,1,1
4864,jummah,1,0
4865,slowing,2,0
4866,'taali/thaali',0,0
4867,lick,0,1
4868,fucker,0,0
4869,kinds,1,0
4870,spray,2,0
4871,booties,1,1
4872,pakistani,1,0
4873,guidelines,4,0
4874,@ani,1,0
4875,skin,1,0
4876,praise,1,1
4877,end-to-end,0,1
4878,trumpliedpeopledied,0,1
4879,louisiana:,1,0
4880,berlin,0,1
4881,director,1,4
4882,capital:,0,0
4883,"humanity",0,0
4884,dashboard,1,1
4885,rhythm,0,0
4886,destruction,2,0
4887,corona+,0,0
4888,"home",0,0
4889,housemate,0,0
4890,flames,1,0
4891,ngga,0,0
4892,loads,1,0
4893,heaven,1,0
4894,resource,0,1
4895,workplaces,1,1
4896,@abumuadhtaqweem:,1,1
4897,slowly,0,1
4898,coping,0,0
4899,remarkable,2,0
4900,rain,0,3
4901,fabulous,0,0
4902,coal,0,2
4903,congressman,2,0
4904,producers,1,0
4905,karma,1,2
4906,theories,0,1
4907,machinelearning,3,1
4908,tragedy,1,1
4909,chairman,0,0
4910,tickets,0,0
4911,adam,0,0
4912,artist,2,0
4913,focuses,0,0
4914,estimate,0,1
4915,projects,1,0
4916,considers,0,0
4917,ou,0,0
4918,"tomato",0,0
4919,concept,0,3
4920,brains,2,0
4921,politician,1,0
4922,@_onurkoseoglu:,1,1
4923,$1,0,0
4924,ticket,1,0
4925,tim,0,0
4926,@tomwick15:,2,0
4927,2005,0,0
4928,highlighted,1,0
4929,@erikbandz__:,3,0
4930,explains,1,0
4931,"co/q2oqadgkbc",0,0
4932,issued,0,0
4933,scanning,0,1
4934,bothered,0,0
4935,nationalism,1,0
4936,foot,0,0
4937,stance,0,0
4938,covid19southafrica,0,0
4939,"cases:",0,0
4940,aches,1,0
4941,choke,1,0
4942,neice,3,0
4943,americas,4,0
4944,flat,1,1
4945,"1",0,0
4946,widely,0,0
4947,"this:",0,0
4948,unacceptable,1,2
4949,inflame,1,2
4950,obey,1,0
4951,stupidest,0,1
4952,aka,1,0
4953,capacity,3,1
4954,luscious,2,0
4955,singapore,1,0
4956,abi,0,0
4957,cemetery,1,1
4958,rallies,1,2
4959,dms,0,0
4960,102,2,1
4961,clinical,2,0
4962,thi,1,2
4963,coronavirusinsa,0,0
4964,admits,2,1
4965,attempt,0,0
4966,tellin,0,1
4967,steal,0,1
4968,becomes,2,1
4969,dignity,1,1
4970,convince,2,1
4971,live-stream,1,1
4972,disappointed,0,0
4973,now:,1,0
4974,meaningless,1,0
4975,sec,1,0
4976,@aliciahannah:,3,1
4977,tolerable,0,0
4978,presidents,2,0
4979,flooded,1,1
4980,camps,1,1
4981,kicking,2,1
4982,grade,1,1
4983,damage,0,1
4984,1%,2,3
4985,kit,0,0
4986,cruelty,0,1
4987,institutions,0,0
4988,reveal,1,0
4989,@iihtishamm:,2,0
4990,sniff,1,1
4991,advised,2,0
4992,push-ups,2,0
4993,"again",0,0
4994,exported,1,1
4995,seasons,0,0
4996,sadat,2,0
4997,studies,2,1
4998,teacher,0,0
4999,"covid19",0,0
5000,deficiencies:,1,1
5001,@msworkers4:,0,0
5002,@nolan_north:,1,0
5003,__,0,0
5004,@g0rrin,1,1
5005,telephone,0,0
5006,uses,3,0
5007,@akil_bakhshi:,0,1
5008,indiavscorona,1,1
5009,mentality,1,0
5010,sacrifice,1,0
5011,ornamented,1,1
5012,"fever",0,0
5013,existing,2,0
5014,madrid,1,0
5015,distracted,1,0
5016,focusing,0,1
5017,worship,1,1
5018,(the,1,1
5019,systema,1,1
5020,mandatory,3,0
5021,co/dffhaiqvlo,1,1
5022,ch,0,0
5023,@vollcornhirsch:,1,0
5024,co/wwvg6kxpjt,2,0
5025,lassa,0,1
5026,dems,4,0
5027,werent,0,0
5028,"usa",0,0
5029,@reuters:,1,0
5030,self-isolation,0,0
5031,pandemic:,2,0
5032,@splashforcebot,0,2
5033,ridden,1,0
5034,legal,1,2
5035,tune,0,1
5036,@bbclaurak,1,1
5037,231,1,0
5038,shark,1,0
5039,farmer,3,1
5040,returning,1,0
5041,hardships,1,1
5042,soup,0,1
5043,urgent,0,0
5044,nominate,0,1
5045,encourage,0,0
5046,revealing,2,0
5047,cast,0,0
5048,mygov,0,0
5049,melted,0,0
5050,"thoughts",0,0
5051,shouting,0,1
5052,richard,2,0
5053,meds,1,0
5054,racoon,0,0
5055,entered,1,0
5056,spare,0,0
5057,theme,1,0
5058,delete,1,0
5059,qb,1,0
5060,@laurenzima:,1,0
5061,mixed,1,1
5062,sharp,1,0
5063,@nytimes,0,1
5064,jo,1,0
5065,(i,0,0
5066,table,1,0
5067,combined,0,0
5068,@elklien:,0,1
5069,they've,0,0
5070,@ryansadams:,0,1
5071,year-,2,1
5072,goddamn,3,0
5073,outstanding,2,2
5074,acute,1,0
5075,crack,1,0
5076,jaws,1,0
5077,educated,0,0
5078,shortened,0,0
5079,lahore,1,0
5080,recovering,1,1
5081,inconsiderate,0,0
5082,costs,1,1
5083,shock,1,0
5084,payment,0,0
5085,commendable,1,0
5086,master,0,0
5087,security,0,1
5088,rises,0,0
5089,scrambling,0,1
5090,cl,2,1
5091,@atheist_krishna:,0,0
5092,joining,0,0
5093,surge,1,0
5094,target,0,0
5095,occupied,0,0
5096,cum,1,1
5097,odd,1,0
5098,pics,1,0
5099,nudes,0,0
5100,argued,0,1
5101,crowds,1,0
5102,label,2,0
5103,@bamtheory:,3,0
5104,drunken,2,1
5105,leaves,1,1
5106,curfews,1,0
5107,chatbot,1,0
5108,co/wvvrqrfugi,0,0
5109,suicide,1,0
5110,jack,2,0
5111,abusers,1,0
5112,@camronsanto:,0,0
5113,apps,0,0
5114,(or,2,0
5115,pans,0,0
5116,fl,0,0
5117,waited,0,1
5118,1959,1,1
5119,district,0,1
5120,world:,0,0
5121,"video",0,0
5122,rabid,2,0
5123,pu,1,0
5124,sam,0,0
5125,player,1,1
5126,chose,0,0
5127,ordinary,1,0
5128,@imtiaz_jaleel:,0,0
5129,overwhelmed,0,1
5130,differentiate,1,0
5131,september,0,1
