,word,frequency
3909,lingua,19.0
3910,@bubbagump324:,19.0
3911,employed,19.0
3912,"ones",19.0
3913,trouble,19.0
3914,people's,19.0
3915,situations,19.0
3916,smile,19.0
3917,yours,19.0
3918,stfu,19.0
3919,organization,19.0
3920,acknowledging,18.0
3921,initiative,18.0
3922,savage,18.0
3923,franca,18.0
3924,corona-hospital,18.0
3925,pre,18.0
3926,"1%",18.0
3927,reply,18.0
3928,hotbed,18.0
3929,arguably,18.0
3930,@douggpound:,18.0
3931,selfisolation,18.0
3932,existed,18.0
3933,briefings,18.0
3934,"govt",18.0
3935,informative,18.0
3936,yew,18.0
3937,wada,18.0
3938,wave,18.0
3939,helped,18.0
3940,original,18.0
3941,@banks,18.0
3942,supreme,18.0
3943,certainly,18.0
3944,accident,18.0
3945,remarkably,18.0
3946,horny,18.0
3947,fashion,18.0
3948,abeg,18.0
3949,"08050303343",18.0
3950,pa,18.0
3951,direct,18.0
3952,wagers,18.0
3953,gain,18.0
3954,successfully,18.0
3955,mayor,18.0
3956,sanitizers,18.0
3957,londoner,18.0
3958,subject,18.0
3959,beds,18.0
3960,carona,18.0
3961,miserable,18.0
3962,style,18.0
3963,forgive,18.0
3964,ai,18.0
3965,hoes,18.0
3966,habits,18.0
3967,trend,18.0
3968,@cashapp,18.0
3969,potentially,18.0
3970,yea,18.0
3971,@majorneel:,18.0
3972,@stillgray:,18.0
3973,co/rkn1kxlniw,18.0
3974,extent,18.0
3975,dire,18.0
3976,yourselves,18.0
3977,regardless,18.0
3978,"5%",18.0
3979,specifically,18.0
3980,b4,18.0
3981,innocent,18.0
3982,protected,18.0
3983,protection,18.0
3984,medication,18.0
3985,"outbreak:",18.0
3986,preventing,18.0
3987,wished,18.0
3988,patriots,18.0
3989,professors,18.0
3990,upset,18.0
3991,quarantinelife,18.0
3992,2021,18.0
3993,values,18.0
3994,cards,18.0
3995,admit,18.0
3996,wo,18.0
3997,carrier,18.0
3998,hanging,18.0
3999,pack,18.0
4000,"bello",18.0
4001,tad,18.0
4002,average,18.0
4003,dropped,18.0
4004,opposition,18.0
4005,draft,18.0
4006,persian,18.0
4007,sprea,18.0
4008,topic,18.0
4009,physicians,18.0
4010,praising,18.0
4011,racistinchief,18.0
4012,kenyans,18.0
4013,exist,18.0
4014,@amoodaniel_:,18.0
4015,@solmemes1,18.0
4016,demand,18.0
4017,applaud,18.0
4018,ep,18.0
4019,@realdreylo:,18.0
4020,@tonyposnanski:,18.0
4021,kuan,18.0
4022,pastor,18.0
4023,asf,18.0
4024,loans,18.0
4025,assholes,18.0
4026,beating,18.0
4027,targeting,18.0
4028,crowded,18.0
4029,@lexthegodfather:,18.0
4030,810,18.0
4031,apartment,18.0
4032,@lavenderlives:,18.0
4033,sobering,18.0
4034,beauty,18.0
4035,@germancoin_gcx:,18.0
4036,@toryfibs:,18.0
4037,inundati,18.0
4038,developing,18.0
4039,government's,18.0
4040,dutch,18.0
4041,flaming,18.0
4042,universities,18.0
4043,@indworldthinker:,18.0
4044,audio,18.0
4045,italians,18.0
4046,isolated,18.0
4047,ritonavir,18.0
4048,requested,18.0
4049,kicked,18.0
4050,birds,18.0
4051,co/99fwgeqjud,18.0
4052,contagious,18.0
4053,newly,18.0
4054,blac,18.0
4055,@germancoin_g,18.0
4056,ugh,18.0
4057,unknown,18.0
4058,banishment,18.0
4059,emails,18.0
4060,lopinavir,18.0
4061,shout,18.0
4062,meat,18.0
4063,closer,18.0
4064,mama,18.0
4065,helps,18.0
4066,hosted,18.0
4067,although,18.0
4068,agents,18.0
4069,@ashoswai:,18.0
4070,mystery,18.0
4071,kano,18.0
4072,hang,18.0
4073,dudes,18.0
4074,microbiology,18.0
4075,tailors,18.0
4076,encryption,18.0
4077,alarmist,18.0
4078,@chroniclekano:,18.0
4079,48hrs,17.0
4080,growth,17.0
4081,needy,17.0
4082,twitch,17.0
4083,seriousness,17.0
4084,petition,17.0
4085,gaza,17.0
4086,required,17.0
4087,cunt,17.0
4088,lockdowns,17.0
4089,welp,17.0
4090,drew,17.0
4091,pandem,17.0
4092,karaoke:,17.0
4093,trade,17.0
4094,nurse,17.0
4095,mardan,17.0
4096,fires,17.0
4097,van,17.0
4098,specific,17.0
4099,hype,17.0
4100,muslims,17.0
4101,steps,17.0
4102,2016,17.0
4103,tempted,17.0
4104,@news24,17.0
4105,prom,17.0
4106,@focused4usa:,17.0
4107,@gauravpandhi:,17.0
4108,forces,17.0
4109,hug,17.0
4110,shite,17.0
4111,airline,17.0
4112,"vodka",17.0
4113,@mrahmadawais:,17.0
4114,"subs",17.0
4115,+ve,17.0
4116,ibuprofen,17.0
4117,carriers,17.0
4118,horse,17.0
4119,posts,17.0
4120,@thelifeofnayy:,17.0
4121,surprise,17.0
4122,illness,17.0
4123,cc,17.0
4124,heal,17.0
4125,dae,17.0
4126,dates,17.0
4127,inhoffe,17.0
4128,socially,17.0
4129,land,17.0
4130,co/hdd,17.0
4131,timeline,17.0
4132,contribute,17.0
4133,beware,17.0
4134,uncertainty,17.0
4135,medley,17.0
4136,drummed,17.0
4137,establish,17.0
4138,turkey,17.0
4139,"time",17.0
4140,guard,17.0
4141,insanity,17.0
4142,@girishnaught:,17.0
4143,precious,17.0
4144,avoided,17.0
4145,columbian,17.0
4146,legit,17.0
4147,wuflu,17.0
4148,venice,17.0
4149,digital,17.0
4150,explained,17.0
4151,lake,17.0
4152,musk,17.0
4153,@mang0ld:,17.0
4154,@dynogametheory:,17.0
4155,serving,17.0
4156,@mr_kems4:,17.0
4157,bel,17.0
4158,sanitize,17.0
4159,inter,17.0
4160,trapped,17.0
4161,5pm,17.0
4162,"nuts",17.0
4163,imo,17.0
4164,@smitaprakash:,17.0
4165,antivirals,17.0
4166,spoiled,17.0
4167,region,17.0
4168,dinner,17.0
4169,vegas,17.0
4170,roma,17.0
4171,bread,17.0
4172,remains,17.0
4173,identify,17.0
4174,refund,17.0
4175,sat,17.0
4176,(in,17.0
4177,"re-election",17.0
4178,therefore,17.0
4179,@skynews,17.0
4180,fought,17.0
4181,@maydaymindy1:,17.0
4182,barely,17.0
4183,@boycottutah:,17.0
4184,parts,17.0
4185,remote,17.0
4186,threatening,17.0
4187,"pasta",17.0
4188,messed,17.0
4189,held,17.0
4190,populism,17.0
4191,@mimijanae_:,17.0
4192,preposterous,17.0
4193,blow,17.0
4194,@ohsudoernbecher,17.0
4195,"sake",17.0
4196,@ohsunews,17.0
4197,kona,17.0
4198,ad,17.0
4199,breaks,17.0
4200,demsshould,17.0
4201,bhi,17.0
4202,@chelseahandler:,17.0
4203,reasons,17.0
4204,shoe,17.0
4205,privileged,17.0
4206,trippin,17.0
4207,splash,17.0
4208,fed,17.0
4209,nonsense,17.0
4210,"olives",17.0
4211,coronaviruspandemic,17.0
4212,deranged,17.0
4213,arrested,17.0
4214,universal,17.0
4215,twins,17.0
4216,sales,17.0
4217,@idrisayobello:,17.0
4218,expecting,17.0
4219,@drjcofthedc:,17.0
4220,kr,17.0
4221,co/gsge5a2fsw,17.0
4222,sta,17.0
4223,strength,17.0
4224,pro-lifers,17.0
4225,identified,17.0
4226,divide,17.0
4227,replace,17.0
4228,mitigate,17.0
4229,signs,17.0
4230,feet,17.0
4231,"indiafightscorona",17.0
4232,una,17.0
4233,@malexameen:,17.0
4234,open-sourcing,17.0
4235,manager,17.0
4236,strikes,17.0
4237,otherwise,17.0
4238,zweli,17.0
4239,locust,17.0
4240,directives,17.0
4241,ceremony,17.0
4242,"chocolate",16.0
4243,patience,16.0
4244,@laylaalisha11:,16.0
4245,@krymimusic:,16.0
4246,message:,16.0
4247,visa,16.0
4248,karachi,16.0
4249,sophie,16.0
4250,habit,16.0
4251,series,16.0
4252,rice,16.0
4253,bash,16.0
4254,ring,16.0
4255,1975,16.0
4256,juicy,16.0
4257,chain,16.0
4258,ooo,16.0
4259,@lostmyhead_k:,16.0
4260,ventilators,16.0
4261,persons,16.0
4262,luckily,16.0
4263,cannabis,16.0
4264,california,16.0
4265,legendary,16.0
4266,hurts,16.0
4267,details,16.0
4268,pit/open,16.0
4269,cyaa,16.0
4270,lo,16.0
4271,abroad,16.0
4272,inflammatory,16.0
4273,considered,16.0
4274,screw,16.0
4275,dept,16.0
4276,@ftfghana,16.0
4277,heads,16.0
4278,credit:,16.0
4279,"wrong",16.0
4280,liberals,16.0
4281,colleges,16.0
4282,worries,16.0
4283,iranian,16.0
4284,plain,16.0
4285,project,16.0
4286,determined,16.0
4287,ordering,16.0
4288,@allenk_81:,16.0
4289,sm,16.0
4290,importance,16.0
4291,bottom,16.0
4292,@kafixxx:,16.0
4293,modis,16.0
4294,fresh,16.0
4295,stir,16.0
4296,@nsitharaman:,16.0
4297,decisions,16.0
4298,mode,16.0
4299,media:,16.0
4300,fantastic,16.0
4301,"like",16.0
4302,clothes,16.0
4303,arrived,16.0
4304,prizadiguda,16.0
4305,corona-chan,16.0
4306,@ari_russian:,16.0
4307,connected,16.0
4308,wrt,16.0
4309,nahi,16.0
4310,wonderful,16.0
4311,registered,16.0
4312,mers,16.0
4313,fool,16.0
4314,"waffle",16.0
4315,systems,16.0
4316,corona-crisis,16.0
4317,yup,16.0
4318,medicaref,16.0
4319,co/bzncsgz0gu,16.0
4320,checked,16.0
4321,fly,16.0
4322,mirror,16.0
4323,racists,16.0
4324,publisher,16.0
4325,di,16.0
4326,"pastry",16.0
4327,popular,16.0
4328,co/fzsgblpj0y,16.0
4329,"it",16.0
4330,hyde,16.0
4331,wi,16.0
4332,stakeholders,16.0
4333,imported,16.0
4334,@bigtobzsf:,16.0
4335,@sciencenews:,16.0
4336,greetings,16.0
4337,capitalism,16.0
4338,gha,16.0
4339,mistake,16.0
4340,dumber,16.0
4341,@1_mrwonderful:,16.0
4342,reduced,16.0
4343,broadcast,16.0
4344,@sttephanie___p:,16.0
4345,initial,16.0
4346,itll,16.0
4347,italys,16.0
4348,handy,16.0
4349,hotline,16.0
4350,decades,16.0
4351,ethnicity,16.0
4352,australian,16.0
4353,co/u7draiqhhy,16.0
4354,drainage,16.0
4355,cook,16.0
4356,@abhishbanerj:,16.0
4357,wasted,16.0
4358,narrative,16.0
4359,decent,16.0
4360,shooting,16.0
4361,co/cdfswweypr,16.0
4362,zombies,16.0
4363,built-in,16.0
4364,providing,16.0
4365,@livewithnoregrt:,16.0
4366,cat,16.0
4367,louisiana,16.0
4368,origin,16.0
4369,anytime,16.0
4370,@alicerothchild:,16.0
4371,kya,16.0
4372,boyfriend,16.0
4373,@segalink,16.0
4374,charge,16.0
4375,hurry,16.0
4376,er,16.0
4377,@omarioya:,16.0
4378,scribble,16.0
4379,mo,16.0
4380,82,16.0
4381,confusing,16.0
4382,pro-life,16.0
4383,battling,16.0
4384,texting,16.0
4385,mortality,16.0
4386,@jackmurphylive:,16.0
4387,chastisement,16.0
4388,stars,16.0
4389,@renato_mariotti:,16.0
4390,@seattletimes,16.0
4391,impending,16.0
4392,@_discreteview:,16.0
4393,priority,16.0
4394,resign,16.0
4395,heavily,16.0
4396,weight,16.0
4397,recommended,16.0
4398,regime,16.0
4399,"rains",16.0
4400,asians,16.0
4401,fg,16.0
4402,slams,16.0
4403,ramadan,16.0
4404,neighborhood,16.0
4405,context,16.0
4406,plant,16.0
4407,ages,16.0
4408,moral,16.0
4409,nursing,16.0
4410,wilson,16.0
4411,@srikanthbjp_:,16.0
4412,exams,16.0
4413,equality,16.0
4414,severity,16.0
4415,requesting,16.0
4416,worker,16.0
4417,kaufman,16.0
4418,@benhartman:,16.0
4419,@tedlieu,16.0
4420,repeatedly,16.0
4421,finished,16.0
4422,ahhh,16.0
4423,scientific,16.0
4424,ayo,15.0
4425,jumpin,15.0
4426,suspension,15.0
4427,raw,15.0
4428,workout,15.0
4429,material,15.0
4430,@nick_colletti:,15.0
4431,unlike,15.0
4432,typewriters,15.0
4433,deadass,15.0
4434,bright,15.0
4435,@irstenkmullen,15.0
4436,inhuman,15.0
4437,"iran",15.0
4438,protects,15.0
4439,followed,15.0
4440,wildfire,15.0
4441,spell,15.0
4442,pizza,15.0
4443,impossible,15.0
4444,@michellemalkin:,15.0
4445,allowing,15.0
4446,@tinuade01:,15.0
4447,production,15.0
4448,myth,15.0
4449,figured,15.0
4450,barber,15.0
4451,morgan,15.0
4452,like:,15.0
4453,germs,15.0
4454,3rd,15.0
4455,apple,15.0
4456,preparing,15.0
4457,co/tgttofbeoi,15.0
4458,@metpoliceuk,15.0
4459,@kiekie18x:,15.0
4460,launched,15.0
4461,anthem,15.0
4462,@laurodrigi:,15.0
4463,invites,15.0
4464,61,15.0
4465,priorities,15.0
4466,inflation,15.0
4467,finds,15.0
4468,"@cnn",15.0
4469,recessions,15.0
4470,@zarrarkhuhro:,15.0
4471,driver,15.0
4472,upcoming,15.0
4473,england,15.0
4474,grandpa,15.0
4475,proposed,15.0
4476,ramaphosa,15.0
4477,realise,15.0
4478,cheer,15.0
4479,spike,15.0
4480,strategic,15.0
4481,extension,15.0
4482,patriot,15.0
4483,ope,15.0
4484,green,15.0
4485,east,15.0
4486,nail,15.0
4487,hence,15.0
4488,tallahassee,15.0
4489,extras,15.0
4490,co/yj3wkp1brb,15.0
4491,tweet:,15.0
4492,naive,15.0
4493,warm,15.0
4494,headed,15.0
4495,kurzarbiet,15.0
4496,yada,15.0
4497,pool,15.0
4498,husband's,15.0
4499,jared,15.0
4500,surrounding,15.0
4501,fema,15.0
4502,noise,15.0
4503,easter,15.0
4504,@rawstory:,15.0
4505,clickbait,15.0
4506,prediction,15.0
4507,kiss,15.0
4508,stones,15.0
4509,liked,15.0
4510,define,15.0
4511,ferenjis,15.0
4512,challenged,15.0
4513,transferred,15.0
4514,crisis:,15.0
4515,restaurant,15.0
4516,miller,15.0
4517,carolina,15.0
4518,def,15.0
4519,kohl's,15.0
4520,siblings,15.0
4521,unbelievable,15.0
4522,',15.0
4523,@uncpressblog,15.0
4524,bjp,15.0
4525,yr,15.0
4526,@tattooedfemdom:,15.0
4527,casuall,15.0
4528,wheres,15.0
4529,aunt,15.0
4530,yoruba,15.0
4531,carats,15.0
4532,knock,15.0
4533,marketing,15.0
4534,@msnbc,15.0
4535,@blac_childd:,15.0
4536,proximity,15.0
4537,marriage,15.0
4538,04,15.0
4539,tory,15.0
4540,catches,15.0
4541,talked,15.0
4542,nyc,15.0
4543,supplying,15.0
4544,@chant_ella:,15.0
4545,scientist,15.0
4546,beinfected,15.0
4547,facility,15.0
4548,road,15.0
4549,aur,15.0
4550,convid19uk,15.0
4551,germanys,15.0
4552,panadol,15.0
4553,plenty,15.0
4554,percent,15.0
4555,girlfriend,15.0
4556,rare,15.0
4557,immediate,15.0
4558,electric,15.0
4559,@projectlincoln,15.0
4560,joking,15.0
4561,moms,15.0
4562,gayteen,15.0
4563,@kurz_gesagt:,15.0
4564,gods,15.0
4565,maryland,15.0
4566,bigoted,15.0
4567,exceptionalism,15.0
4568,med,15.0
4569,appreciated,15.0
4570,@andmichaelgreen:,15.0
4571,pro,15.0
4572,cruise,15.0
4573,citizen-participation,15.0
4574,agencies,15.0
4575,@joanna_lng:,15.0
4576,collective,15.0
4577,sharpies,15.0
4578,types,15.0
4579,partner,15.0
4580,201,15.0
4581,gulf,15.0
4582,todd,15.0
4583,ahaha,15.0
4584,@joe_laycock:,15.0
4585,rap,15.0
4586,ethiopiaye,15.0
4587,suspect,15.0
4588,funniest,15.0
4589,relax,15.0
4590,347,15.0
4591,senator,15.0
4592,@sandydarity:,15.0
4593,pence,15.0
4594,transmissions,15.0
4595,maxx,15.0
4596,co/6omqakjncj,15.0
4597,@davidklion:,15.0
4598,presidency,15.0
4599,shown,15.0
4600,lycee,15.0
4601,charity,15.0
4602,@fiverights:,15.0
4603,seven,15.0
4604,soul,15.0
4605,allergy,15.0
4606,dreams,15.0
4607,todays,15.0
4608,shelter,15.0
4609,gayporn,15.0
4610,"covid-19",15.0
4611,ideological,15.0
4612,stations,15.0
4613,humble,15.0
4614,complaining,15.0
4615,rolling,15.0
4616,removed,15.0
4617,@otto_english:,15.0
4618,dislike,15.0
4619,pushing,15.0
4620,covered,15.0
4621,confusion,15.0
4622,globe,15.0
4623,talks,15.0
4624,midnight,15.0
4625,coronavirusnigeria,15.0
4626,stabiliser,15.0
4627,supermarket,15.0
4628,@annadalee_:,15.0
4629,gettin,15.0
4630,grants,15.0
4631,suspended,15.0
4632,"11",15.0
4633,bones,15.0
4634,manage,15.0
4635,slowdown,15.0
4636,packages,15.0
4637,managing,15.0
4638,coronavirusuk,15.0
4639,puts,15.0
4640,rams,15.0
4641,nooo,14.0
4642,roads,14.0
4643,acknowledge,14.0
4644,@iamjojo,14.0
4645,din,14.0
4646,appointment,14.0
4647,trials,14.0
4648,feb/05,14.0
4649,modern,14.0
4650,man's,14.0
4651,hometown,14.0
4652,blows,14.0
4653,attend,14.0
4654,thousand,14.0
4655,@casspernyovest:,14.0
4656,@joncstone:,14.0
4657,richard96,14.0
4658,"spain",14.0
4659,preparedness,14.0
4660,monster,14.0
4661,hole,14.0
4662,contr,14.0
4663,//,14.0
4664,coverage,14.0
4665,@drphilgoff:,14.0
4666,saveworkers,14.0
4667,lonely,14.0
4668,whom,14.0
4669,"@mashwaniazhar",14.0
4670,fav,14.0
4671,:/,14.0
4672,@paleofuture:,14.0
4673,coronavirususa,14.0
4674,exposing,14.0
4675,locations,14.0
4676,balls,14.0
4677,co/cck12yx7t6,14.0
4678,max,14.0
4679,gora,14.0
4680,gang,14.0
4681,thr,14.0
4682,pants,14.0
4683,ccp,14.0
4684,uptick,14.0
4685,alongside,14.0
4686,disasters,14.0
4687,understanding,14.0
4688,/or,14.0
4689,linked,14.0
4690,neoliberalism,14.0
4691,clearwater,14.0
4692,kindergarten,14.0
4693,@jdubtheone:,14.0
4694,tears,14.0
4695,published,14.0
4696,frigging,14.0
4697,items,14.0
4698,histories,14.0
4699,rainbow,14.0
4700,secondary,14.0
4701,co/f5k0xgzdlh,14.0
4702,@sharjeelusmani:,14.0
4703,resist,14.0
4704,naming,14.0
4705,shitty,14.0
4706,presentation,14.0
4707,location,14.0
4708,2013,14.0
4709,blessings,14.0
4710,nails,14.0
4711,vow,14.0
4712,harm,14.0
4713,brothers,14.0
4714,heavy,14.0
4715,neighbors,14.0
4716,leigh,14.0
4717,maharashtra,14.0
4718,storm,14.0
4719,lyme,14.0
4720,@taragirl69:,14.0
4721,suspend,14.0
4722,blog,14.0
4723,"second",14.0
4724,answers,14.0
4725,fearing,14.0
4726,lied,14.0
4727,@ironstache:,14.0
4728,plt,14.0
4729,pointed,14.0
4730,bday,14.0
4731,recession,14.0
4732,players,14.0
4733,namaste,14.0
4734,reveals,14.0
4735,(full,14.0
4736,@buddywinston:,14.0
4737,christian,14.0
4738,relationship,14.0
4739,asia,14.0
4740,perspective,14.0
4741,relevant,14.0
4742,china-soros,14.0
4743,forcing,14.0
4744,tackle,14.0
4745,babes,14.0
4746,"out",14.0
4747,covid19india,14.0
4748,regret,14.0
4749,@seacoronavirus:,14.0
4750,busted,14.0
4751,solve,14.0
4752,30th,14.0
4753,routine,14.0
4754,troops,14.0
4755,coronaoutbreak,14.0
4756,@elivalley:,14.0
4757,@junemt:,14.0
4758,colonial,14.0
4759,explanation,14.0
4760,grandma,14.0
4761,porn,14.0
4762,whites,14.0
4763,uganda,14.0
4764,claiming,14.0
4765,@arden_messing:,14.0
4766,authentic,14.0
4767,@disposableteeth:,14.0
4768,younger,14.0
4769,jan/05,14.0
4770,pasta,14.0
4771,ghetto,14.0
4772,ladies,14.0
4773,sooner,14.0
4774,evolution,14.0
4775,@streamingmagic:,14.0
4776,24/7:,14.0
4777,collected,14.0
4778,promotion,14.0
4779,sees,14.0
4780,2012,14.0
4781,weapons,14.0
4782,struggling,14.0
4783,co/hfr4fzzpca,14.0
4784,you'll,14.0
4785,announcing,14.0
4786,fearless,14.0
4787,medium,14.0
4788,curious,14.0
4789,wasting,14.0
4790,tes,14.0
4791,quarantining,14.0
4792,include,14.0
4793,option,14.0
4794,@spillseshyt:,14.0
4795,childish,14.0
4796,cov,14.0
4797,@deepikabhardwaj:,14.0
4798,alternative,14.0
4799,@thekiranbedi:,14.0
4800,failing,14.0
4801,traveller,14.0
4802,cats,14.0
4803,plane,14.0
4804,freestyle,14.0
4805,sloppy,14.0
4806,@fortbendisd,14.0
4807,"feb",14.0
4808,whose,14.0
4809,regulation,14.0
4810,yikes,14.0
4811,rush,14.0
4812,pm's,14.0
4813,session,14.0
4814,graduates,14.0
4815,protective,14.0
4816,ed,14.0
4817,hostile,14.0
4818,outcome,14.0
4819,gig,14.0
4820,arrest,14.0
4821,moves,14.0
4822,punch,14.0
4823,309,14.0
4824,reached,14.0
4825,discount,14.0
4826,drinks,14.0
4827,@elonmusk,14.0
4828,solutions,14.0
4829,kashmir,14.0
4830,wouldve,14.0
4831,grip,14.0
4832,ish,14.0
4833,corona:all,14.0
4834,livid,14.0
4835,surpassed,14.0
4836,@yasmeenaljarrah:,14.0
4837,maintain,14.0
4838,shallow,14.0
4839,administrations,14.0
4840,%,14.0
4841,cow,14.0
4842,@rev_says_desu:,14.0
4843,disney's,14.0
4844,robotics,14.0
4845,appropriate,14.0
4846,@ricodreamz:,14.0
4847,genuinely,14.0
4848,payments,14.0
4849,influenza,14.0
4850,@djbrown1k:,14.0
4851,comfortably,14.0
4852,announcement,14.0
4853,outlet,14.0
4854,@alizafarsays:,14.0
4855,choreograp,14.0
4856,buzdar:,14.0
4857,bags,14.0
4858,onl,14.0
4859,mindset,14.0
4860,@joebiden,14.0
4861,strongly,14.0
4862,"22:",14.0
4863,concerning,14.0
4864,jummah,14.0
4865,slowing,14.0
4866,'taali/thaali',14.0
4867,lick,13.0
4868,fucker,13.0
4869,kinds,13.0
4870,spray,13.0
4871,booties,13.0
4872,pakistani,13.0
4873,guidelines,13.0
4874,@ani,13.0
4875,skin,13.0
4876,praise,13.0
4877,end-to-end,13.0
4878,trumpliedpeopledied,13.0
4879,louisiana:,13.0
4880,berlin,13.0
4881,director,13.0
4882,capital:,13.0
4883,"humanity",13.0
4884,dashboard,13.0
4885,rhythm,13.0
4886,destruction,13.0
4887,corona+,13.0
4888,"home",13.0
4889,housemate,13.0
4890,flames,13.0
4891,ngga,13.0
4892,loads,13.0
4893,heaven,13.0
4894,resource,13.0
4895,workplaces,13.0
4896,@abumuadhtaqweem:,13.0
4897,slowly,13.0
4898,coping,13.0
4899,remarkable,13.0
4900,rain,13.0
4901,fabulous,13.0
4902,coal,13.0
4903,congressman,13.0
4904,producers,13.0
4905,karma,13.0
4906,theories,13.0
4907,machinelearning,13.0
4908,tragedy,13.0
4909,chairman,13.0
4910,tickets,13.0
4911,adam,13.0
4912,artist,13.0
4913,focuses,13.0
4914,estimate,13.0
4915,projects,13.0
4916,considers,13.0
4917,ou,13.0
4918,"tomato",13.0
4919,concept,13.0
4920,brains,13.0
4921,politician,13.0
4922,@_onurkoseoglu:,13.0
4923,$1,13.0
4924,ticket,13.0
4925,tim,13.0
4926,@tomwick15:,13.0
4927,2005,13.0
4928,highlighted,13.0
4929,@erikbandz__:,13.0
4930,explains,13.0
4931,"co/q2oqadgkbc",13.0
4932,issued,13.0
4933,scanning,13.0
4934,bothered,13.0
4935,nationalism,13.0
4936,foot,13.0
4937,stance,13.0
4938,covid19southafrica,13.0
4939,"cases:",13.0
4940,aches,13.0
4941,choke,13.0
4942,neice,13.0
4943,americas,13.0
4944,flat,13.0
4945,"1",13.0
4946,widely,13.0
4947,"this:",13.0
4948,unacceptable,13.0
4949,inflame,13.0
4950,obey,13.0
4951,stupidest,13.0
4952,aka,13.0
4953,capacity,13.0
4954,luscious,13.0
4955,singapore,13.0
4956,abi,13.0
4957,cemetery,13.0
4958,rallies,13.0
4959,dms,13.0
4960,102,13.0
4961,clinical,13.0
4962,thi,13.0
4963,coronavirusinsa,13.0
4964,admits,13.0
4965,attempt,13.0
4966,tellin,13.0
4967,steal,13.0
4968,becomes,13.0
4969,dignity,13.0
4970,convince,13.0
4971,live-stream,13.0
4972,disappointed,13.0
4973,now:,13.0
4974,meaningless,13.0
4975,sec,13.0
4976,@aliciahannah:,13.0
4977,tolerable,13.0
4978,presidents,13.0
4979,flooded,13.0
4980,camps,13.0
4981,kicking,13.0
4982,grade,13.0
4983,damage,13.0
4984,1%,13.0
4985,kit,13.0
4986,cruelty,13.0
4987,institutions,13.0
4988,reveal,13.0
4989,@iihtishamm:,13.0
4990,sniff,13.0
4991,advised,13.0
4992,push-ups,13.0
4993,"again",13.0
4994,exported,13.0
4995,seasons,13.0
4996,sadat,13.0
4997,studies,13.0
4998,teacher,13.0
4999,"covid19",13.0
5000,deficiencies:,13.0
5001,@msworkers4:,13.0
5002,@nolan_north:,13.0
5003,__,13.0
5004,@g0rrin,13.0
5005,telephone,13.0
5006,uses,13.0
5007,@akil_bakhshi:,13.0
5008,indiavscorona,13.0
5009,mentality,13.0
5010,sacrifice,13.0
5011,ornamented,13.0
5012,"fever",13.0
5013,existing,13.0
5014,madrid,13.0
5015,distracted,13.0
5016,focusing,13.0
5017,worship,13.0
5018,(the,13.0
5019,systema,13.0
5020,mandatory,13.0
5021,co/dffhaiqvlo,13.0
5022,ch,13.0
5023,@vollcornhirsch:,13.0
5024,co/wwvg6kxpjt,13.0
5025,lassa,13.0
5026,dems,13.0
5027,werent,13.0
5028,"usa",13.0
5029,@reuters:,13.0
5030,self-isolation,13.0
5031,pandemic:,13.0
5032,@splashforcebot,13.0
5033,ridden,13.0
5034,legal,13.0
5035,tune,13.0
5036,@bbclaurak,13.0
5037,231,13.0
5038,shark,13.0
5039,farmer,13.0
5040,returning,13.0
5041,hardships,13.0
5042,soup,13.0
5043,urgent,13.0
5044,nominate,13.0
5045,encourage,13.0
5046,revealing,13.0
5047,cast,13.0
5048,mygov,13.0
5049,melted,13.0
5050,"thoughts",13.0
5051,shouting,13.0
5052,richard,13.0
5053,meds,13.0
5054,racoon,13.0
5055,entered,13.0
5056,spare,13.0
5057,theme,13.0
5058,delete,13.0
5059,qb,13.0
5060,@laurenzima:,13.0
5061,mixed,13.0
5062,sharp,13.0
5063,@nytimes,13.0
5064,jo,13.0
5065,(i,13.0
5066,table,13.0
5067,combined,13.0
5068,@elklien:,13.0
5069,they've,13.0
5070,@ryansadams:,13.0
5071,year-,13.0
5072,goddamn,13.0
5073,outstanding,13.0
5074,acute,13.0
5075,crack,13.0
5076,jaws,13.0
5077,educated,13.0
5078,shortened,13.0
5079,lahore,13.0
5080,recovering,13.0
5081,inconsiderate,13.0
5082,costs,13.0
5083,shock,13.0
5084,payment,13.0
5085,commendable,13.0
5086,master,13.0
5087,security,13.0
5088,rises,13.0
5089,scrambling,13.0
5090,cl,13.0
5091,@atheist_krishna:,13.0
5092,joining,13.0
5093,surge,13.0
5094,target,13.0
5095,occupied,13.0
5096,cum,13.0
5097,odd,13.0
5098,pics,13.0
5099,nudes,13.0
5100,argued,12.0
5101,crowds,12.0
5102,label,12.0
5103,@bamtheory:,12.0
5104,drunken,12.0
5105,leaves,12.0
5106,curfews,12.0
5107,chatbot,12.0
5108,co/wvvrqrfugi,12.0
5109,suicide,12.0
5110,jack,12.0
5111,abusers,12.0
5112,@camronsanto:,12.0
5113,apps,12.0
5114,(or,12.0
5115,pans,12.0
5116,fl,12.0
5117,waited,12.0
5118,1959,12.0
5119,district,12.0
5120,world:,12.0
5121,"video",12.0
5122,rabid,12.0
5123,pu,12.0
5124,sam,12.0
5125,player,12.0
5126,chose,12.0
5127,ordinary,12.0
5128,@imtiaz_jaleel:,12.0
5129,overwhelmed,12.0
5130,differentiate,12.0
5131,september,12.0
5132,tension,12.0
5133,lysol,12.0
5134,success,12.0
5135,pulled,12.0
5136,wwg1wga,12.0
5137,@bbc5live,12.0
